activity_id,date,name,distance_km,elapsed_time_s,moving_time_s,avg_speed_m_s,elevation_gain_m,avg_cadence_spm,calories,training_load,intensity,grade_adjusted_distance_km,pace_min_km,pace_sec_km,week
16279334463,2025-10-28 08:48:28,Morning Run,7.34,3043,2856.0,2.57,61.0,81.0,536.0,,,7542.9,6.485013623978202,389.1008174386921,2025-10-27/2025-11-02
16329063453,2025-11-02 08:10:35,Quebrei kkkk,12.1,4659,4603.0,2.629,70.0,77.0,932.0,,,12156.8,6.3402203856749315,380.41322314049586,2025-10-27/2025-11-02
16369038581,2025-11-05 22:56:43,TROPA DOS GORILAS 🦍 🦍,3.8,1742,1717.0,2.215,35.0,78.0,289.0,,,3911.9,7.530701754385966,451.8421052631579,2025-11-03/2025-11-09
16369038593,2025-11-05 23:36:13,Volta pra casa,5.1,2011,1745.0,2.926,62.0,80.0,371.0,,,5304.0,5.7026143790849675,342.15686274509807,2025-11-03/2025-11-09
16418314493,2025-11-10 20:26:36,Afternoon Run,11.15,5216,4275.0,2.61,91.0,80.0,779.0,,,11513.4,6.390134529147982,383.4080717488789,2025-11-10/2025-11-16
16439776088,2025-11-12 20:26:20,Afternoon Run,9.09,3687,3504.0,2.596,47.0,81.0,654.0,,,9237.8,6.424642464246425,385.47854785478546,2025-11-10/2025-11-16
16586724702,2025-11-27 20:45:16,Afternoon Run,6.16,3715,2296.0,2.686,11.0,81.0,408.0,,,6202.5,6.212121212121212,372.7272727272727,2025-11-24/2025-11-30
16660427806,2025-12-05 21:36:18,Treino Regenerativo Z1,5.06,2300,1564.0,3.236,56.0,82.0,312.0,,,5321.1,5.151515151515152,309.0909090909091,2025-12-01/2025-12-07
17108589814,2026-01-11 20:25:18,Afternoon Run,7.62,3038,2982.0,2.556,25.0,80.0,558.0,,,7663.4,6.5223097112860895,391.33858267716533,2026-01-05/2026-01-11
17108589839,2026-01-19 20:09:31,Afternoon Run,8.5,3644,3258.0,2.609,39.0,79.0,618.0,,,8588.3,6.388235294117647,383.29411764705884,2026-01-19/2026-01-25
17144478113,2026-01-22 22:42:24,Evening Run,4.4,1544,1544.0,2.85,0.0,79.0,299.0,,,4822.7,5.848484848484849,350.9090909090909,2026-01-19/2026-01-25
17265791069,2026-02-02 21:30:58,Corrida noturna,10.2,3960,3960.0,2.576,,,902.0,,,,6.470588235294118,388.2352941176471,2026-02-02/2026-02-08
17537250953,2026-02-25 08:25:44,Morning Run,4.76,2096,1651.0,2.886,7.0,81.0,325.0,,,4781.2,5.780812324929972,346.8487394957983,2026-02-23/2026-03-01
17551195429,2026-02-28 08:29:07,Morning Run,14.02,6102,5527.0,2.538,98.0,79.0,1197.0,,,14258.0,6.570375653827865,394.2225392296719,2026-02-23/2026-03-01
17573375445,2026-03-02 08:09:49,Morning Run,10.04,4195,3729.0,2.693,22.0,80.0,776.0,,,10060.9,6.190239043824701,371.4143426294821,2026-03-02/2026-03-08
17598019282,2026-03-04 08:09:13,Morning Run,10.0,3861,3553.0,2.816,37.0,79.0,768.0,,,10087.5,5.921666666666667,355.3,2026-03-02/2026-03-08
17620513496,2026-03-05 20:59:25,Afternoon Run,8.01,3798,3369.0,2.38,25.0,79.0,645.0,,,8083.8,7.009987515605493,420.5992509363296,2026-03-02/2026-03-08
17628754871,2026-03-06 19:20:12,Afternoon Run,16.01,6717,6314.0,2.537,64.0,79.0,1306.0,,,16196.1,6.572975223818446,394.37851342910676,2026-03-02/2026-03-08
17666391782,2026-03-09 21:33:32,Evening Run,9.5,4136,3904.0,2.434,37.0,79.0,746.0,,,9616.5,6.849122807017544,410.94736842105266,2026-03-09/2026-03-15
17682499120,2026-03-11 08:07:53,Morning Run,10.86,4485,4357.0,2.494,68.0,79.0,888.0,,,11091.7,6.686617556783302,401.1970534069982,2026-03-09/2026-03-15
17718135436,2026-03-14 08:26:44,Morning Run,18.01,8092,6557.0,2.747,91.0,80.0,1393.0,,,18287.3,6.067925226725892,364.07551360355353,2026-03-09/2026-03-15
17740307287,2026-03-16 08:09:45,Morning Run,10.76,4641,4119.0,2.614,64.0,82.0,890.0,,,10965.5,6.38011152416357,382.80669144981414,2026-03-16/2026-03-22
17764454443,2026-03-18 08:08:44,Morning Run,11.2,4961,4491.0,2.495,162.0,79.0,906.0,538.0,198.0,11539.1,6.683035714285714,400.9821428571429,2026-03-16/2026-03-22
17785161411,2026-03-19 21:41:36,Evening Run,12.03,4360,4005.0,3.005,9.0,82.0,878.0,524.0,208.0,12076.6,5.548628428927681,332.9177057356609,2026-03-16/2026-03-22
17813562974,2026-03-22 08:53:26,Morning Run,17.02,7568,5946.0,2.863,34.0,79.0,1264.0,727.0,189.0,17107.2,5.822561692126909,349.3537015276146,2026-03-16/2026-03-22
17825144079,2026-03-23 08:09:50,Morning Run,11.22,4514,3604.0,3.115,24.0,83.0,820.0,515.0,214.0,11284.8,5.353535353535354,321.2121212121212,2026-03-23/2026-03-29
17850783902,2026-03-25 08:10:07,Morning Run,10.98,4229,4175.0,2.63,11.0,80.0,869.0,533.0,213.0,11000.3,6.337279902853672,380.23679417122037,2026-03-23/2026-03-29
17874363599,2026-03-27 08:09:23,Morning Run,10.03,3533,3458.0,2.901,10.0,81.0,776.0,409.0,204.0,10051.6,5.746095048188767,344.76570289132604,2026-03-23/2026-03-29
17897662788,2026-03-29 07:31:33,Morning Run treininho leve Z0,21.14,7097,7097.0,2.979,36.0,81.0,1631.0,895.0,213.0,21221.4,5.595238095238095,335.7142857142857,2026-03-23/2026-03-29
17909757091,2026-03-30 08:10:32,Morning Run,10.5,4004,3581.0,2.934,5.0,83.0,788.0,441.0,201.0,10528.2,5.6841269841269835,341.04761904761904,2026-03-30/2026-04-05
17948331833,2026-04-02 08:04:48,Morning Run,23.02,8933,8020.0,2.87,61.0,82.0,1742.0,964.0,198.0,23172.2,5.806545033304372,348.3927019982624,2026-03-30/2026-04-05
18018543516,2026-04-07 19:09:51,Afternoon Run,11.5,4688,3884.0,2.963,13.0,81.0,913.0,542.0,208.0,11555.9,5.628985507246377,337.7391304347826,2026-04-06/2026-04-12
18033820293,2026-04-08 21:22:46,Evening Run,12.3,4693,4472.0,2.75,8.0,76.0,958.0,575.0,210.0,12329.4,6.059620596205962,363.5772357723577,2026-04-06/2026-04-12
18047155256,2026-04-09 21:11:31,Evening Run,12.01,5655,4292.0,2.799,10.0,82.0,918.0,516.0,183.0,12077.5,5.956147654732168,357.3688592839301,2026-04-06/2026-04-12
18063772567,2026-04-11 07:39:19,Morning Run,15.18,7090,5090.0,2.984,42.0,84.0,1099.0,692.0,196.0,15299.2,5.588493631971892,335.30961791831356,2026-04-06/2026-04-12
18496366781,2026-05-13 20:58:25,Afternoon Run,9.06,3521,3409.0,2.658,9.0,80.0,798.0,382.0,198.0,9093.3,6.2711552612214865,376.26931567328916,2026-05-11/2026-05-17
18534911117,2026-05-16 20:29:06,Afternoon Run,10.07,4825,3785.0,2.661,14.0,81.0,814.0,400.0,173.0,10124.2,6.264481959616021,375.8689175769613,2026-05-11/2026-05-17
19300242005,2026-07-13 20:23:25,Corrida da tarde,6.8,2689,2521.0,2.701,6.0,78.0,554.0,272.0,191.0,6829.1,6.178921568627451,370.7352941176471,2026-07-13/2026-07-19
19329188773,2026-07-15 21:23:31,Corrida ao entardecer,7.34,3150,2777.0,2.644,12.0,79.0,621.0,287.0,181.0,7385.9,6.305631244323342,378.33787465940054,2026-07-13/2026-07-19
19633294742,2026-08-06 21:20:23,Corrida ao entardecer,7.11,3933,2435.0,2.924,8.0,81.0,535.0,343.0,192.0,7156.2,5.707923112986404,342.47538677918425,2026-08-03/2026-08-09
19686996040,2026-08-10 20:41:43,Corrida da tarde,5.01,2223,1759.0,2.853,10.0,80.0,393.0,214.0,186.0,5052.3,5.85163007318696,351.0978043912176,2026-08-10/2026-08-16
19731014712,2026-08-13 21:17:20,Corrida ao entardecer,5.0,1865,1410.0,3.552,9.0,83.0,367.0,293.0,238.0,5030.6,4.7,282.0,2026-08-10/2026-08-16
19815605048,2026-08-19 22:02:11,Corrida ao entardecer,5.02,1876,1432.0,3.51,9.0,83.0,365.0,285.0,234.0,5040.9,4.754316069057105,285.25896414342634,2026-08-17/2026-08-23
19841462336,2026-08-21 18:28:22,Afternoon  Run com o FOFINHO do Pedro Uchoas,10.01,5600,4205.0,2.382,17.0,75.0,832.0,428.0,177.0,10082.2,7.001332001332001,420.0799200799201,2026-08-17/2026-08-23
19962569922,2026-08-30 11:31:15,Corrida matinal,6.51,3151,2079.0,3.132,18.0,81.0,526.0,379.0,228.0,6574.2,5.32258064516129,319.35483870967744,2026-08-24/2026-08-30
19996662293,2026-09-01 21:02:06,Corrida ao entardecer,3.02,846,846.0,3.57,0.0,85.0,203.0,95.0,202.0,,4.66887417218543,280.1324503311258,2026-08-31/2026-09-06
20037704523,2026-09-04 19:26:14,Corrida da tarde,5.01,1465,1465.0,3.421,5.0,81.0,389.0,264.0,255.0,5027.8,4.873586161011311,292.41516966067866,2026-08-31/2026-09-06
20038077887,2026-09-04 20:10:13,Corrida da tarde,4.13,2000,1978.0,2.089,7.0,72.0,361.0,131.0,154.0,4156.5,7.98224374495561,478.9346246973366,2026-08-31/2026-09-06
20125399385,2026-09-11 03:39:01,Course à pied de nuit,3.06,1625,1233.0,2.482,16.0,74.0,258.0,136.0,174.0,3102.0,6.715686274509804,402.94117647058823,2026-09-07/2026-09-13
20163623185,2026-09-13 19:52:31,Course à pied dans l'après-midi,5.51,3004,1480.0,3.729,19.0,83.0,392.0,385.0,229.0,5582.3,4.476709013914096,268.60254083484574,2026-09-07/2026-09-13
