date,activity_id,name,distance_km,elapsed_time_s,moving_time_s,avg_speed_m_s,elevation_gain_m,avg_cadence_spm,calories,training_load,intensity,pace_min_km,pace_sec_km,reference_pace_min_km,load_proxy,acute_load_7d,chronic_load_28d_avg_week,acwr,km_last_7d,km_last_28d,km_last_28d_avg_week,runs_last_28d,longest_run_last_28d,pace_trend_sec_per_week
2024-04-28 10:27:57,11308080298,Morning Run,7.69,3019,2746.0,2.801,7.0,77.0,551.0,,,5.951452102297355,357.0871261378413,5.88614476545511,44.76775078713008,151.5664195711681,70.06314448581006,2.1632831452756873,26.0,49.78,12.445,7.0,10.07,2.652192085651758
2024-05-14 22:11:44,11412664781,Afternoon Run,15.19,5549,5428.0,2.8,26.0,77.0,1062.0,,,5.955672591617293,357.34035549703754,5.92831225804523,89.63736901323836,89.63736901323836,69.5706048000458,1.2884373978186163,15.19,47.53,11.8825,6.0,15.19,2.204200653752876
2024-05-25 22:19:57,11497809307,Evening Run,9.94,3449,3449.0,2.883,26.0,78.0,764.0,,,5.783031522468143,346.98189134808854,5.92831225804523,60.40779265302445,60.40779265302445,48.70322811334822,1.2403242042280218,9.94,32.82,8.205,3.0,15.19,3.5540169440307734
2024-06-05 11:49:33,11578962095,Morning Run,1.73,551,544.0,3.183,0.0,82.0,87.0,,,5.240847784200385,314.4508670520231,5.905172413793103,11.510911673723072,11.510911673723072,40.38901833499647,0.2850010262257115,1.73,26.86,6.715,3.0,15.19,0.41408004433847245
2024-06-07 11:40:56,11606532989,Morning Run,4.75,1803,1780.0,2.671,8.0,75.0,356.0,,,6.245614035087719,374.7368421052632,5.92831225804523,26.728870636156703,38.23978230987977,47.071235994035646,0.8123810964879932,6.48,31.61,7.9025,4.0,15.19,1.50587180644073
2024-06-08 18:15:35,11606533139,Afternoon Run,7.63,3000,2983.0,2.56,4.0,76.0,595.0,,,6.515945827872434,390.956749672346,5.951452102297355,41.47562683300596,79.71540914288573,57.44014270228713,1.3877996361543101,14.11,39.24,9.81,5.0,15.19,2.5909700915302074
2024-06-10 18:54:25,11621656502,Afternoon Run,7.07,2763,2715.0,2.607,6.0,76.0,526.0,,,6.4002828854314,384.016973125884,5.953562346957324,39.15381243968291,118.86922158256864,67.22859581220786,1.768134826355893,21.18,46.31,11.5775,6.0,15.19,3.0767488813488617
2024-06-12 10:51:40,11634216846,Morning Run,6.23,2503,2400.0,2.598,13.0,75.0,454.0,,,6.420545746388442,385.23274478330654,5.955672591617293,34.41737402460119,153.28659560716983,53.42359706504857,2.8692675901349003,27.41,37.35,9.3375,6.0,9.94,3.416644812386898
2024-06-14 11:47:36,11649987449,Morning Run,4.54,1794,1752.0,2.592,2.0,74.0,335.0,,,6.431718061674008,385.9030837004405,5.969429863060109,25.15327633600674,140.20008963329678,59.71191614905025,2.3479415613348515,25.47,41.89,10.4725,7.0,9.94,3.6561443635225954
2024-06-15 12:08:57,11657982085,Morning Run,14.31,5401,5347.0,2.677,32.0,77.0,1023.0,,,6.2275797810389,373.654786862334,5.983187134502925,82.25939414526273,222.45948377855953,80.27676468536595,2.771156568783754,39.78,56.2,14.05,8.0,14.31,3.6090202085276744
2024-06-17 13:17:41,11673215566,Morning Run,6.62,2700,2683.0,2.47,9.0,73.0,532.0,,,6.754783484390735,405.2870090634441,6.117179741807348,36.673219665727224,217.6570766112808,89.44506960179774,2.43341614669509,38.769999999999996,62.82,15.705,9.0,14.31,2.633834225954795
2024-06-19 09:32:37,11687869357,Morning Run,7.3,2884,2786.0,2.62,34.0,73.0,545.0,,,6.360730593607306,381.64383561643837,6.172379761423124,43.724125855898244,222.22739002749614,100.3761010657723,2.2139472211804656,39.0,70.12,17.53,10.0,14.31,2.704862045338638
2024-06-21 12:25:45,11704539878,Morning Run,6.92,2401,2284.0,3.03,9.0,78.0,486.0,,,5.500963391136802,330.0578034682081,6.117179741807348,47.0727773489234,209.72951701581158,112.14429540300316,1.870175529322512,35.15,77.04,19.26,11.0,14.31,1.9197193721653223
2024-06-22 12:19:08,11712282656,Morning Run,15.44,5965,5821.0,2.653,30.0,78.0,1154.0,,,6.28346286701209,377.0077720207254,6.172379761423124,93.61674141834538,221.08686428889425,135.54848075758952,1.6310537975285668,36.28,92.48,23.12,12.0,15.44,1.9781548469850638
